criterion_id,spine,criterion_title,criterion_year,criterion_director,criterion_country,imdb_tconst,imdb_primaryTitle,imdb_startYear,match_score,match_method
1659,,Un carnet de bal,1937.0,Julien Duvivier,"France,",tt0029706,Un Carnet de bal,1937.0,112.0,auto
1661,,Le mariage de Chiffon,1942.0,Claude Autant-Lara,"France,",tt0035039,Le mariage de Chiffon,1942.0,112.0,auto
1662,,Lettres d’amour,1942.0,Claude Autant-Lara,"France,",tt0154767,Lettres d'amour,1942.0,112.0,auto
1663,,Douce,1943.0,Claude Autant-Lara,"France,",tt0035823,Douce,1943.0,112.0,auto
1664,,Sylvie et le fantôme,1946.0,Claude Autant-Lara,"France,",tt0038146,Sylvie and the Ghost,1946.0,112.0,auto
1666,,The Count of the Old Town,1935.0,Edvin Adolphson and Sigurd Wallén,"Sweden,",tt0026737,The Count of the Old Town,1935.0,112.0,auto
1667,,Walpurgis Night,1935.0,Gustaf Edgren,"Sweden,",tt0027164,Walpurgis Night,1935.0,112.0,auto
1668,,Intermezzo,1936.0,Gustaf Molander,"Sweden,",tt0027796,Intermezzo,1936.0,112.0,auto
1669,,Dollar,1938.0,Gustaf Molander,"Sweden,",tt0030066,Dollar,1938.0,112.0,auto
1670,,A Woman’s Face,1938.0,Gustaf Molander,"Sweden,",tt0030337,A Woman's Face,1938.0,112.0,auto
1671,,June Night,1940.0,Per Lindberg,"Sweden,",tt0032655,June Night,1940.0,112.0,auto
1673,,Godland,2022.0,Hlynur Pálmason,"Iceland,",tt19623228,Godland,2022.0,112.0,auto
1674,,My Lucky Stars,1985.0,Sammo Hung,"Hong Kong,",tt0089177,My Lucky Stars,1985.0,100.0,auto
1675,,The Hawks and the Sparrows,1966.0,Pier Paolo Pasolini,"Italy,",tt0061132,The Hawks and the Sparrows,1966.0,112.0,auto
1676,,Chronicle of the Years of Fire,1975.0,Mohammed Lakhdar-Hamina,"Algeria,",tt0072782,Chronicle of the Years of Fire,1975.0,112.0,auto
1677,,Vermiglio,2024.0,Maura Delpero,"Italy,",tt28618488,Vermiglio,2024.0,112.0,auto
1678,,Evil Does Not Exist,2023.0,Ryusuke Hamaguchi,"Japan,",tt28490044,Evil Does Not Exist,2023.0,112.0,auto
1681,,Education,2020.0,Steve McQueen,"United Kingdom,",tt11937640,Education,2020.0,100.0,auto
1682,,Yam daabo,1987.0,Idrissa Ouédraogo,"Burkina Faso,",tt0092258,Yam Daabo,1987.0,100.0,auto
1683,,Afire,2023.0,Christian Petzold,"Germany,",tt26440619,Afire,2023.0,112.0,auto
1684,,A Confucian Confusion,1994.0,Edward Yang,"Taiwan,",tt0109685,A Confucian Confusion,1994.0,112.0,auto
1685,,Anselm,2023.0,Wim Wenders,"Germany,",tt27502250,Anselm,2023.0,112.0,auto
1686,,71 Fragments of a Chronology of Chance,1994.0,Michael Haneke,"Germany,",tt0109020,71 Fragments of a Chronology of Chance,1994.0,112.0,auto
1687,,Decision at Sundown,1957.0,Budd Boetticher,"United States,",tt0050296,Decision at Sundown,1957.0,112.0,auto
1688,,The Fearless Hyena,1979.0,Jackie Chan,"Hong Kong,",tt0079315,The Fearless Hyena,1979.0,112.0,auto
1689,,The Seventh Victim,1943.0,Mark Robson,"United States,",tt0036341,The Seventh Victim,1943.0,112.0,auto
1690,,Kapò,1959.0,Gillo Pontecorvo,"Italy,",tt0052961,Kapo,1960.0,106.0,auto
1691,,All We Imagine as Light,2024.0,Payal Kapadia,"India,",tt32086077,All We Imagine as Light,2024.0,112.0,auto
1692,,Fellow Citizen,1983.0,Abbas Kiarostami,"Iran,",tt0085641,Fellow Citizen,1983.0,112.0,auto
1693,,The Doom Generation,1995.0,Gregg Araki,"United States,",tt0112887,The Doom Generation,1995.0,112.0,auto
1694,,Totally F***ed Up,1993.0,Gregg Araki,"United States,",tt0108366,Totally F***ed Up,1993.0,112.0,auto
1696,,A Tale of Winter,1992.0,Eric Rohmer,"France,",tt0104008,A Tale of Winter,1992.0,112.0,auto
1698,,The Innocent,2022.0,Louis Garrel,"France,",tt19841734,The Innocent,2022.0,112.0,auto
1699,,Lynch/Oz,2022.0,Alexandre O. Philippe,"United States,",tt15399286,Lynch/Oz,2022.0,112.0,auto
1700,,The Young Master,1980.0,Jackie Chan,"Hong Kong,",tt0081499,The Young Master,1980.0,112.0,auto
1701,,The Four Musketeers,1974.0,Richard Lester,"United Kingdom,",tt0073012,The Four Musketeers,1974.0,112.0,auto
1703,,Ceddo,1977.0,Ousmane Sembène,"Senegal,",tt0077309,Outsiders,1977.0,107.0,auto
1704,,Ethnic Notions,1986.0,Marlon Riggs,"United States,",tt0091018,Ethnic Notions,1986.0,112.0,auto
1705,,Experience,1973.0,Abbas Kiarostami,"Iran,",tt0070766,Experience,1973.0,112.0,auto
1706,,Stowaway in the Sky,1960.0,Albert Lamorisse,"France,",tt0056667,Stowaway in the Sky,1960.0,112.0,auto
1707,,"First Case, Second Case",1979.0,Abbas Kiarostami,"Iran,",tt0079204,"First Case, Second Case",1979.0,112.0,auto
1709,,Buchanan Rides Alone,1958.0,Budd Boetticher,"United States,",tt0051437,Buchanan Rides Alone,1958.0,112.0,auto
1711,,Tori and Lokita,2022.0,Jean-Pierre Dardenne and Luc Dardenne,"Belgium,",tt18317064,Tori and Lokita,2022.0,112.0,auto
1712,,Room 666,1982.0,Wim Wenders,"France,",tt0083727,Room 666,1982.0,112.0,auto
1713,,Epidemic,1987.0,Lars von Trier,"Denmark,",tt0092972,Epidemic,1987.0,112.0,auto
1714,,First Graders,1984.0,Abbas Kiarostami,"Iran,",tt0086923,First Graders,1984.0,112.0,auto
1716,,Raven’s End,1963.0,Bo Widerberg,"Sweden,",tt0057237,Raven's End,1963.0,112.0,auto
1717,,Spiritual Kung Fu,1978.0,Lo Wei,"Hong Kong,",tt0078128,Spiritual Kung Fu,1978.0,112.0,auto
1718,,India Song,1975.0,Marguerite Duras,"France,",tt0073166,India Song,1975.0,112.0,auto
1720,,Infernal Affairs,2002.0,Andrew Lau Wai-keung and Alan Mak,"Hong Kong,",tt0338564,Infernal Affairs,2002.0,112.0,auto
1721,,Kummatty,1979.0,G. Aravindan,"India,",tt0079422,Kummatty,1979.0,100.0,auto
1723,,About Dry Grasses,2023.0,Nuri Bilge Ceylan,"Turkey,",tt13231544,About Dry Grasses,2023.0,112.0,auto
1724,,Loving Couples,1964.0,Mai Zetterling,"Sweden,",tt0058780,Loving Couples,1964.0,112.0,auto
1725,,Half a Loaf of Kung Fu,1978.0,Chan Chi-hwa,"Hong Kong,",tt0080623,Half a Loaf of Kung Fu,1978.0,112.0,auto
1726,,The Three Musketeers,1973.0,Richard Lester,"United Kingdom,",tt0072281,The Three Musketeers,1973.0,112.0,auto
1727,,The Baby Carriage,1963.0,Bo Widerberg,"Sweden,",tt0056854,The Baby Carriage,1963.0,112.0,auto
1728,,Elvira Madigan,1967.0,Bo Widerberg,"Sweden,",tt0061620,Elvira Madigan,1967.0,112.0,auto
1729,,Tótem,2023.0,Lila Avilés,"Mexico,",tt26315142,Totem,2023.0,112.0,auto
1731,,The Tall T,1957.0,Budd Boetticher,"United States,",tt0051047,The Tall T,1957.0,112.0,auto
1732,,Love Meetings,1964.0,Pier Paolo Pasolini,"Italy,",tt0057960,Love Meetings,1964.0,112.0,auto
1733,,The Shrouds,2024.0,David Cronenberg,"Canada,",tt20212786,The Shrouds,2024.0,112.0,auto
1734,,Infernal Affairs III,2003.0,Andrew Lau Wai-keung and Alan Mak,"Hong Kong,",tt0374339,Infernal Affairs III,2003.0,112.0,auto
1735,,Fearless Hyena II,1983.0,Chan Chuen,"Hong Kong,",tt0085864,Fearless Hyena 2,1983.0,91.84848484848484,auto
1736,,Jean de Florette,1986.0,Claude Berri,"France,",tt0091288,Jean de Florette,1986.0,112.0,auto
1737,,The Fall of Otrar,1991.0,Ardak Amirkulov,"Kazakhstan,",tt0104224,The Fall of Otrar,1990.0,106.0,auto
1739,,Brief Encounters,1967.0,Kira Muratova,"Ukraine,",tt0061883,Brief Encounters,1967.0,112.0,auto
1740,,No Bears,2022.0,Jafar Panahi,"Iran,",tt20205236,No Bears,2022.0,112.0,auto
1743,,Color Adjustment,1992.0,Marlon Riggs,"United States,",tt0103984,Color Adjustment,1992.0,112.0,auto
1744,,Xala,1975.0,Ousmane Sembène,"Senegal,",tt0073915,Xala,1975.0,107.0,auto
1746,,Cloud,2024.0,Kiyoshi Kurosawa,"Japan,",tt32828123,Cloud,2024.0,112.0,auto
1747,,"Orlando, My Political Biography",2023.0,Paul B. Preciado,"France,",tt26448981,Orlando: My Political Biography,2023.0,112.0,auto
1748,,Mayerling,1936.0,Anatole Litvak,"France,",tt0027951,Mayerling,1936.0,112.0,auto
1749,,Ådalen 31,1969.0,Bo Widerberg,"Sweden,",tt0065261,Adalen 31,1969.0,112.0,auto
1751,,The Unknown,1927.0,Tod Browning,"United States,",tt0018528,The Unknown,1927.0,112.0,auto
1752,,The Mystic,1925.0,Tod Browning,"United States,",tt0016142,The Mystic,1925.0,112.0,auto
1753,,Last Holiday,1950.0,Henry Cass,"United Kingdom,",tt0042665,Last Holiday,1950.0,112.0,auto
1754,,Comanche Station,1960.0,Budd Boetticher,"United States,",tt0053729,Comanche Station,1960.0,112.0,auto
1755,,A Wedding Suit,1976.0,Abbas Kiarostami,"Iran,",tt0074782,A Suit for Wedding,1976.0,99.5,auto
1757,,The Long Farewell,1971.0,Kira Muratova,"Ukraine,",tt0092905,The Long Farewell,1971.0,112.0,auto
1758,,Misericordia,2024.0,Alain Guiraudie,"France,",tt32085997,Misericordia,2024.0,112.0,auto
1759,,Caught by the Tides,2024.0,Jia Zhang-Ke,"China,",tt27958252,Caught by the Tides,2024.0,112.0,auto
1760,,Emitaï,1971.0,Ousmane Sembène,"Senegal,",tt0067048,Emitai,1971.0,107.0,auto
1761,,Mahjong,1996.0,Edward Yang,"Taiwan,",tt0116962,Mahjong,1996.0,112.0,auto
1762,,Manon of the Spring,1986.0,Claude Berri,"France,",tt0091480,Manon of the Spring,1986.0,112.0,auto
1763,,Tongues Untied,1989.0,Marlon Riggs,"United States,",tt0103099,Tongues Untied,1989.0,112.0,auto
1764,,Freaks,1932.0,Tod Browning,"United States,",tt0022913,Freaks,1932.0,112.0,auto
1765,,Medea,1969.0,Pier Paolo Pasolini,"Italy,",tt0066065,Medea,1969.0,112.0,auto
1768,,The Eight Mountains,2022.0,Felix van Groeningen and Charlotte Vandermeersch,"Italy,",tt14641542,The Eight Mountains,2022.0,112.0,auto
1769,,Porcile,1969.0,Pier Paolo Pasolini,"Italy,",tt0064828,Pigsty,1969.0,112.0,auto
1770,,Accattone,1961.0,Pier Paolo Pasolini,"Italy,",tt0054599,Accattone,1961.0,112.0,auto
1771,,Nowhere,1997.0,Gregg Araki,"United States,",tt0119809,Nowhere,1997.0,112.0,auto
1774,,Circus Angel,1965.0,Albert Lamorisse,"France,",tt0059177,Circus Angel,1965.0,112.0,auto
1775,,Benny’s Video,1992.0,Michael Haneke,"Austria,",tt0103793,Benny's Video,1992.0,112.0,auto
1776,,The Beast,2023.0,Bertrand Bonello,"France,",tt14407336,The Beast,2023.0,112.0,auto
1777,,Last Summer,2023.0,Catherine Breillat,"France,",tt14550346,Last Summer,2023.0,112.0,auto
1782,,The Seventh Continent,1989.0,Michael Haneke,"Austria,",tt0098327,The Seventh Continent,1989.0,112.0,auto
1783,,All That Breathes,2022.0,Shaunak Sen,"United Kingdom,",tt16377862,All That Breathes,2022.0,112.0,auto
1784,,The Heroic Trio,1993.0,Johnnie To,"Hong Kong,",tt0105619,The Heroic Trio,1993.0,112.0,auto
1785,,Black Is . . . Black Ain’t,1995.0,Marlon Riggs,"United States,",tt0109285,Black Is... Black Ain't,1994.0,106.0,auto
1786,,Infernal Affairs II,2003.0,Andrew Lau Wai-keung and Alan Mak,"Hong Kong,",tt0369060,Infernal Affairs II,2003.0,112.0,auto
1787,,Ryuichi Sakamoto | Opus,2023.0,Neo Sora,"Japan,",tt28490873,Ryuichi Sakamoto: Opus,2023.0,112.0,auto
1788,,Night Games,1966.0,Mai Zetterling,"Sweden,",tt0060740,Night Games,1966.0,112.0,auto
1789,,A Tale of Springtime,1990.0,Eric Rohmer,"France,",tt0097106,A Tale of Springtime,1990.0,112.0,auto
1791,,Oedipus Rex,1967.0,Pier Paolo Pasolini,"Italy,",tt0061613,Oedipus Rex,1967.0,112.0,auto
1792,,Room 999,2023.0,Lubna Playoust,"France,",tt27729122,Room 999,2023.0,112.0,auto
1793,,Ride Lonesome,1959.0,Budd Boetticher,"United States,",tt0053220,Ride Lonesome,1959.0,112.0,auto
1795,,I Walked with a Zombie,1943.0,Jacques Tourneur,"United States,",tt0036027,I Walked with a Zombie,1943.0,112.0,auto
1796,,"Bim, the Little Donkey",1951.0,Albert Lamorisse,"France,",tt0137387,"Bim, the Little Donkey",1951.0,112.0,auto
1797,,The Girls,1968.0,Mai Zetterling,"Sweden,",tt0062981,The Girls,1968.0,112.0,auto
1798,,"Baxter, Vera Baxter",1977.0,Marguerite Duras,"France,",tt0074190,"Baxter, Vera Baxter",1977.0,112.0,auto
1799,,EO,2022.0,Jerzy Skolimowski,"Poland,",tt19652910,EO,2022.0,112.0,auto
1801,,The Traveler,1974.0,Abbas Kiarostami,"Iran,",tt0071859,The Traveler,1974.0,112.0,auto
1802,,The Gospel According to Matthew,1964.0,Pier Paolo Pasolini,"Italy,",tt0058715,The Gospel According to St. Matthew,1964.0,107.38461538461537,auto
1803,,Gervaise,1956.0,René Clément,"France,",tt0049259,Gervaise,1956.0,112.0,auto
1804,,Homework,1989.0,Abbas Kiarostami,"Iran,",tt0097843,Homework,1989.0,112.0,auto
